"","GEOID","county","hhincome","pct_pov","review_count","avg_rating","race.tot","avg_price","pct_white","hhincome_log","review_count_log","pct_pov_log","yelp_n"
"143","13089022402","DeKalb County",32083,0.444924406047516,21,"4",6698,"2",0.504329650641983,10.3763932168019,2.48461704647158,-0.787624014388967,6
"144","13089022403","DeKalb County",174531,0.036368196639077,15,"4",3987,"NaN",0.891898670679709,12.0699149500466,2.77258872223978,-3.071141472017,1
"145","13089022500","DeKalb County",90648,0.164402942840973,255,"4",7102,"1",0.696423542664038,11.4148494638059,5.38224905279105,-1.74638689356147,2
"146","13089022600","DeKalb County",82131,0.0466666666666667,62.5,"3",6600,"2",0.677121212121212,11.3161925617729,4.08395968147891,-2.87056913059998,2
"147","13089022700","DeKalb County",136324,0.0396735003796507,394,"4",5413,"2",0.700905228154443,11.8228630363204,5.59569850586731,-3.00228367963304,2
"148","13089023000","DeKalb County",83021,0.0425531914893617,109,"4",2115,"1",0.848699763593381,11.3269693110231,4.70048036579242,-2.94592945107017,1
"149","13089023102","DeKalb County",39961,0.128839844915002,34,"2",3390,"1",0.353097345132743,10.5959094701565,3.55534806148941,-1.97443420499435,1
"150","13089023111","DeKalb County",62969,0.141436963398102,2,"5",2263,"NaN",0.120194432169686,11.0505566164724,1.09861228866811,-1.88758582380018,1
"151","13089023112","DeKalb County",29786,0.30469550953455,10,"5",4877,"NaN",0.0469550953454993,10.3021294352962,2.39789527279837,-1.15614974404901,1
"152","13089023113","DeKalb County",40542,0.239568345323741,33,"2",2780,"1",0.324820143884892,10.6103403801522,3.52636052461616,-1.38802247214903,1
"153","13089023210","DeKalb County",33682,0.353364787683139,26,"2",8059,"1",0.0399553294453406,10.4250156994353,3.29583686600433,-1.01234802456919,1
"154","13089023211","DeKalb County",49980,0.0793103448275862,6,"4",3480,"NaN",0.0166666666666667,10.8195782644076,1.94591014905531,-2.41563795427503,1
"155","13089023212","DeKalb County",60033,0.148683092608326,12,"1",3608,"NaN",0.026330376940133,11.002816251188,2.56494935746154,-1.84084619393476,1
"156","13089023214","DeKalb County",48150,0.182319545823195,16,"2",6165,"1",0.0167072181670722,10.7822840799827,2.07944154167984,-1.64859698920633,2
"157","13089023303","DeKalb County",48638,0.206643109540636,6.5,"5",7087,"NaN",0.0688584732609002,10.7923659767999,2.01267584536757,-1.52950393586864,2
"158","13089023310","DeKalb County",40830,0.22768398470292,33,"1",10967,"1",0.0142244916567885,10.6174172722786,3.52636052461616,-1.43681328297791,1
"159","13089023312","DeKalb County",72651,0.0657134741028312,23,"2",10571,"1",0.0503263645823479,11.193560068411,3.17805383034795,-2.58079914094531,1
"160","13089023316","DeKalb County",69120,0.117453472537449,28,"2",8865,"1",0.0214326001128032,11.1437440689393,3.36729582998647,-2.06000390225854,1
"161","13089023410","DeKalb County",34132,0.212737127371274,51,"2",4428,"1",0.0103884372177055,10.4382835769407,3.95124371858143,-1.50176300388012,1
"162","13089023412","DeKalb County",52180,0.121292902365878,25,"2",6008,"1",0.0239680426098535,10.8626461846375,3.25809653802148,-2.03032455575386,1
"163","13089023414","DeKalb County",69542,0.0376842425163349,38,"1",6603,"1",0.0622444343480236,11.1498299532286,3.66356164612965,-3.04315428123346,1
"164","13089023418","DeKalb County",51555,0.0849015857345591,46,"2",16529,"1",0.0615282231229959,10.8505984267502,3.85014760171006,-2.35491486397415,1
"165","13089023425","DeKalb County",73652,0.117831763344902,16,"4",6057,"1",0.065709096912663,11.2072423414089,2.83321334405622,-2.05704022844455,1
"166","13089023428","DeKalb County",39408,0.215919215919216,15.5,"2",10151,"1",0.0141857945030046,10.5819778437524,2.06356719252255,-1.48757779529582,2
"167","13089023501","DeKalb County",32000,0.29455519190717,44,"2",3361,"1",0.0502826539720321,10.3738036329639,3.80666248977032,-1.188902954046,1
"168","13089023507","DeKalb County",47012,0.131208997188379,31,"2",4268,"1",0.00515463917525773,10.7583708562809,3.30411606032277,-1.95751423648856,3
"169","13089023700","DeKalb County",47712,0.22255291005291,17.5,"5",6054,"2",0.150809382226627,10.773147786482,2.53758690761691,-1.45863750972483,2
"170","13121000100","Fulton County",168396,0.0186691312384473,40,"4",5410,"2",0.899630314232902,12.0341330096093,3.61924842044718,-3.55193430165803,2
"171","13121000200","Fulton County",158011,0.0554360417011418,44.5,"4",6175,"2",0.896194331983806,11.9704832145696,3.727359974682,-2.72668207596907,2
"172","13121000400","Fulton County",97257,0.0372899159663866,25,"4",2047,"1",0.865168539325843,11.4852150534016,3.0345319066765,-3.05145819931278,6
"173","13121000500","Fulton County",90140,0.111381618989653,26.8333333333333,"4",5219,"1",0.66257903812991,11.4092302286315,2.1886502903705,-2.10881582047214,6
"174","13121000600","Fulton County",53686,0.423359811709326,319.428571428571,"4",7952,"1",0.493460764587525,10.8910937898269,4.72474351351717,-0.836186922122789,7
"175","13121000700","Fulton County",84107,0.144632768361582,6,"4",3339,"2",0.295297993411201,11.3399639658426,1.94591014905531,-1.86670220952124,1
"176","13121001001","Fulton County",103846,0.173636844891477,32.6666666666667,"3",2904,"2",0.568870523415978,11.5507606032733,2.86594192244657,-1.69479514069253,6
"177","13121001002","Fulton County",31042,0.397312859884837,100,"2",7305,"1",0.457631759069131,10.3434184975256,2.99573227355399,-0.898173691330409,2
"178","13121001100","Fulton County",109426,0.0627768149431928,57.8,"3",5193,"1",0.781821683034855,11.6030951824808,3.09499808443665,-2.62035785055881,5
"179","13121001201","Fulton County",80476,0.0881174899866489,256,"4",4527,"1",0.747294013695604,11.2958385352386,5.54907608489522,-2.32158964097644,1
"180","13121001202","Fulton County",93143,0.0701114099116404,188.916666666667,"4",5206,"2",0.717249327698809,11.4419985816303,4.15403252737873,-2.52433698921406,12
"181","13121001300","Fulton County",76188,0.192705638903259,107.636363636364,"4",4421,"1",0.670436552816105,11.2410904946111,3.93152042057189,-1.59600040695079,11
"182","13121001400","Fulton County",84167,0.0362473347547974,305.5,"3",2345,"1",0.865245202558635,11.3406770037708,4.61172700556078,-3.0737514436075,2
"183","13121001500","Fulton County",66490,0.119669569100246,141,"4",4617,"1",0.82867662984622,11.1049572266439,4.95582705760126,-2.04276584047579,1
"184","13121001600","Fulton County",78182,0.0491729995529727,139.666666666667,"4",2237,"1",0.848010728654448,11.2669226195099,4.25085403702052,-2.82728992976445,6
"185","13121001700","Fulton County",94750,0.0682142129912442,12,"4",4911,"NaN",0.634086744043983,11.4591026582727,2.56494935746154,-2.54830389613954,1
"186","13121001900","Fulton County",62656,0.279162956366874,21.5,"3",5064,"1",0.419431279620853,11.0455743147895,2.77246787969486,-1.24076488691948,6
